,,,,,,,,,,
,,,,,,,,,,
NFEs,,,,,,,,,,
83,0.509572207927704,0.495980560779572,0.47262054681778,0.468362390995026,0.462079167366028,0.455491304397583,0.448227167129517,0.428767740726471,,
84,0.484628140926361,0.47379407286644,0.460933417081833,0.454834789037705,0.458666414022446,0.437934815883637,0.422732979059219,0.423227816820145,,
1000,0.477951318025589,0.479105770587921,0.450041234493256,0.453053206205368,0.4410021007061,0.436190247535706,0.425937622785568,0.409100234508514,,
dps,,,,,,,,,0.18221926689148,
dsg,,,,,,,,,,0.44369775056839
,,,,,,,,,,
,,,,,,,,,,
pred_noises_std,,,,,,,,,,
,3,4,5,6,7,8,9,10,dps,dsg
80,0.118209309875965,0.139193281531334,0.12996980547905,0.128967687487602,0.126145496964455,0.124341659247875,0.122808896005154,0.119093775749207,,
81,0.118770092725754,0.132522314786911,0.122490882873535,0.123029038310051,0.128016740083694,0.124967828392982,0.114956438541412,0.11581064760685,,
82,0.111338667571545,0.128455713391304,0.113184161484241,0.111713498830795,0.114627063274384,0.104944579303265,0.099724836647511,0.110594943165779,,
83,0.106506980955601,0.101995162665844,0.098183885216713,0.10547298938036,0.097025021910668,0.096333123743534,0.099771030247212,0.092197231948376,,
84,0.099033385515213,0.095845803618431,0.093222983181477,0.100455440580845,0.097297593951225,0.093941129744053,0.087202966213226,0.086469098925591,,
1000,0.101046316325665,0.104271054267883,0.096310958266258,0.100129783153534,0.089940376579762,0.089946337044239,0.083836428821087,0.086501054465771,,
dps,,,,,,,,,0.057473592460156,
dsg,,,,,,,,,,0.07209387421608
